Date,Open,High,Low,Close,Adj Close,Volume
1996-07-01,878.969971,878.969971,815.77002,833.47998,833.47998,0
1996-08-01,846.77002,875.01001,846.77002,851.059998,851.059998,0
1996-09-01,854.630005,898.969971,848.150024,898.969971,898.969971,0
1996-10-01,901.289978,930.549988,901.289978,923.76001,923.76001,0
1996-11-01,921.909973,993.580017,921.909973,993.580017,993.580017,0
1996-12-01,993,994.849976,947.22998,973.900024,973.900024,0
1997-01-01,969.049988,1034.73999,969.049988,1034.73999,1034.73999,0
1997-02-01,1035.589966,1075.819946,1024.719971,1042.849976,1042.849976,0
1997-03-01,1048.780029,1073.640015,1000,1000,1000,0
1997-04-01,1003.330017,1059.699951,974.940002,1059.699951,1059.699951,0
1997-05-01,1056.130005,1125.719971,1056.130005,1124.219971,1124.219971,0
1997-06-01,1121.689941,1192.23999,1113.689941,1174.589966,1174.589966,0
1997-07-01,1182.569946,1268.050049,1182.569946,1268.050049,1268.050049,0
1997-08-01,1258.589966,1276.25,1197.01001,1197.01001,1197.01001,0
1997-09-01,1234.439941,1272.949951,1215.410034,1262.560059,1262.560059,0
1997-10-01,1273.51001,1310.599976,1169.689941,1220.400024,1220.400024,0
1997-11-01,1252.959961,1286.689941,1209.819946,1276.890015,1276.890015,0
1997-12-01,1302.819946,1315.280029,1247.75,1298.819946,1298.819946,0
1998-01-01,1305.040039,1320.160034,1242.099976,1313.189941,1313.189941,0
1998-02-01,1341.319946,1407.900024,1341.319946,1407.900024,1407.900024,0
1998-03-01,1405.72998,1484.920044,1389.27002,1480,1480,0
1998-04-01,1488.699951,1519.619995,1458.72998,1494.890015,1494.890015,0
1998-05-01,1507.329956,1508.77002,1469.189941,1469.189941,1469.189941,0
1998-06-01,1469.459961,1535.01001,1451.650024,1528.869995,1528.869995,0
1998-07-01,1548.77002,1601.079956,1512.589966,1512.589966,1512.589966,0
1998-08-01,1501.530029,1501.530029,1293.900024,1293.900024,1293.900024,0
1998-09-01,1343.939941,1442.660034,1316.810059,1376.790039,1376.790039,0
1998-10-01,1335.359985,1488.780029,1299.439941,1488.780029,1488.780029,0
1998-11-01,1506.310059,1617.949951,1505.319946,1579.02002,1579.02002,0
1998-12-01,1594.869995,1687.030029,1549.630005,1670.01001,1670.01001,0
1999-01-01,1668.52002,1739.839966,1647.569946,1739.839966,1739.839966,0
1999-02-01,1730.810059,1731.319946,1654.23999,1685.77002,1685.77002,0
1999-03-01,1682.859985,1793.849976,1668.369995,1753.209961,1753.209961,0
1999-04-01,1763.310059,1858.290039,1758.189941,1821.109985,1821.109985,0
1999-05-01,1847.630005,1866.869995,1750.189941,1778.099976,1778.099976,0
1999-06-01,1767.800049,1876.780029,1767.800049,1876.780029,1876.780029,0
1999-07-01,1888.150024,1940.76001,1818.180054,1818.180054,1818.180054,0
1999-08-01,1817.27002,1892.869995,1754.329956,1809.189941,1809.189941,0
1999-09-01,1824.199951,1860.150024,1739.920044,1759.589966,1759.589966,0
1999-10-01,1759.77002,1870.939941,1711.77002,1870.939941,1870.939941,0
1999-11-01,1858.859985,1957.869995,1850.130005,1908.969971,1908.969971,0
1999-12-01,1921.48999,2021.400024,1921.48999,2021.400024,2021.400024,0
2000-01-01,2002.109985,2016.640015,1872.609985,1919.839966,1919.839966,0
2000-02-01,1940.23999,1985.48999,1837.699951,1883.5,1883.5,0
2000-03-01,1901.51001,2107.280029,1869.329956,2067.76001,2067.76001,0
2000-04-01,2077.969971,2092.870117,1872.550049,2005.550049,2005.550049,0
2000-05-01,2027.400024,2027.400024,1898.939941,1964.400024,1964.400024,0
2000-06-01,2003.449951,2055.840088,1994.329956,2012.829956,2012.829956,0
2000-07-01,2033.579956,2091.139893,1966.199951,1981.359985,1981.359985,0
2000-08-01,1991.430054,2104.429932,1991.430054,2104.429932,2104.429932,0
2000-09-01,2108.76001,2108.76001,1979.310059,1993.329956,1993.329956,0
2000-10-01,1992.939941,1993.699951,1846.079956,1984.910034,1984.910034,0
2000-11-01,1973.719971,1989.189941,1828.420044,1828.420044,1828.420044,0
2000-12-01,1828.810059,1919.650024,1759.619995,1837.369995,1837.369995,0
2001-01-01,1785.859985,1913.130005,1785.859985,1902.550049,1902.550049,0
2001-02-01,1913.109985,1913.109985,1729.079956,1729.079956,1729.079956,0
2001-03-01,1730.920044,1764.390015,1559.650024,1619.540039,1619.540039,0
2001-04-01,1599.359985,1750.97998,1540.170044,1745.390015,1745.390015,0
2001-05-01,1769.119995,1836.02002,1741.329956,1757.089966,1757.089966,0
2001-06-01,1763.869995,1795.959961,1691.589966,1714.319946,1714.319946,0
2001-07-01,1731.530029,1731.530029,1641.76001,1697.449951,1697.449951,0
2001-08-01,1704.23999,1711.170044,1584.77002,1591.180054,1591.180054,0
2001-09-01,1590.290039,1590.290039,1356.609985,1462.689941,1462.689941,0
2001-10-01,1459.329956,1553.26001,1459.329956,1490.579956,1490.579956,0
2001-11-01,1524.959961,1629.76001,1524.959961,1604.920044,1604.920044,0
2001-12-01,1591.47998,1649,1577.579956,1618.97998,1618.97998,0
2002-01-01,1628.51001,1653.689941,1553.22998,1595.349976,1595.349976,0
2002-02-01,1584.060059,1584.060059,1525.26001,1564.589966,1564.589966,0
2002-03-01,1600.02002,1655.439941,1600.02002,1623.430054,1623.430054,0
2002-04-01,1622.22998,1622.22998,1508.75,1525,1525,0
2002-05-01,1538.650024,1569.170044,1486.569946,1513.77002,1513.77002,0
2002-06-01,1476.26001,1489.880005,1382.780029,1405.939941,1405.939941,0
2002-07-01,1375.880005,1405.199951,1133.98999,1296.339966,1296.339966,0
2002-08-01,1258.219971,1370.849976,1187.069946,1304.859985,1304.859985,0
2002-09-01,1250.680054,1296.25,1163.040039,1163.040039,1163.040039,0
2002-10-01,1209.589966,1284.72998,1108.910034,1265.410034,1265.410034,0
2002-11-01,1287.130005,1343.469971,1252.420044,1339.890015,1339.890015,0
2002-12-01,1337.349976,1337.349976,1254.660034,1261.180054,1261.180054,0
2003-01-01,1303.170044,1336.25,1212.22998,1228.140015,1228.140015,0
2003-02-01,1234.790039,1234.790039,1174.430054,1209.709961,1209.709961,0
2003-03-01,1200.599976,1289.73999,1152.150024,1221.459961,1221.459961,0
2003-04-01,1236.300049,1324.680054,1236.300049,1322.069946,1322.069946,0
2003-05-01,1321.390015,1391.719971,1321.390015,1391.719971,1391.719971,0
2003-06-01,1396.699951,1462.47998,1396.699951,1409.47998,1409.47998,0
2003-07-01,1421.030029,1458.51001,1416.880005,1434.329956,1434.329956,0
2003-08-01,1419.640015,1462.300049,1398.420044,1462.300049,1462.300049,0
2003-09-01,1482.609985,1509.469971,1446.77002,1446.77002,1446.77002,0
2003-10-01,1479.22998,1528.619995,1479.22998,1528.619995,1528.619995,0
2003-11-01,1540.709961,1542.390015,1505.76001,1542.069946,1542.069946,0
2003-12-01,1559.5,1622.939941,1544.310059,1622.939941,1622.939941,0
2004-01-01,1618.050049,1687.439941,1618.050049,1652.72998,1652.72998,0
2004-02-01,1658.790039,1693.030029,1646.290039,1675.699951,1675.699951,0
2004-03-01,1691.900024,1693.76001,1598.849976,1650.420044,1650.420044,0
2004-04-01,1659.160034,1686.23999,1624.51001,1624.51001,1624.51001,0
2004-05-01,1639.459961,1647.650024,1592.22998,1646.800049,1646.800049,0
2004-06-01,1647.569946,1682.75,1641.430054,1678.829956,1678.829956,0
2004-07-01,1661.530029,1661.530029,1596.47998,1623.26001,1623.26001,0
2004-08-01,1630.47998,1634.829956,1567.949951,1629.829956,1629.829956,0
2004-09-01,1632.819946,1668.390015,1630.670044,1647.47998,1647.47998,0
2004-10-01,1672.48999,1688.829956,1619.47998,1672.650024,1672.650024,0
2004-11-01,1673.109985,1754.329956,1673.109985,1740.329956,1740.329956,0
2004-12-01,1766.900024,1801.97998,1745.839966,1799.550049,1799.550049,0
2005-01-01,1784.959961,1784.959961,1729.329956,1755.680054,1755.680054,0
2005-02-01,1767.790039,1804.170044,1762.76001,1792.630005,1792.630005,0
2005-03-01,1802.790039,1825.699951,1737.939941,1760.890015,1760.890015,0
2005-04-01,1749.449951,1777.349976,1697.73999,1727.48999,1727.48999,0
2005-05-01,1735.430054,1793.339966,1725.150024,1782.459961,1782.459961,0
2005-06-01,1799.150024,1822.349976,1783.449951,1784.98999,1784.98999,0
2005-07-01,1789.849976,1865.640015,1789.849976,1851.369995,1851.369995,0
2005-08-01,1853.130005,1868.060059,1810.52002,1834.47998,1834.47998,0
2005-09-01,1836.369995,1866.73999,1820.48999,1849.329956,1849.329956,0
2005-10-01,1846.170044,1846.170044,1772.359985,1818.5,1818.5,0
2005-11-01,1812.109985,1914.410034,1812.109985,1887.280029,1887.280029,0
2005-12-01,1910.22998,1923.439941,1887.939941,1887.939941,1887.939941,0
2006-01-01,1918.959961,1958.560059,1909.349976,1937.930054,1937.930054,0
2006-02-01,1941.75,1963.579956,1900.579956,1943.189941,1943.189941,0
2006-03-01,1959.77002,1985.689941,1931.72998,1967.380005,1967.380005,0
2006-04-01,1971.930054,1994.22998,1954.25,1993.790039,1993.790039,0
2006-05-01,1985.550049,2017.339966,1914.380005,1936.410034,1936.410034,0
2006-06-01,1960.280029,1964.109985,1866.920044,1939.030029,1939.030029,0
2006-07-01,1954.48999,1954.48999,1885.819946,1951,1951,0
2006-08-01,1942.219971,1998.079956,1936.300049,1997.420044,1997.420044,0
2006-09-01,2008.469971,2053.929932,1982.930054,2048.889893,2048.889893,0
2006-10-01,2041.98999,2132.389893,2041.98999,2115.649902,2115.649902,0
2006-11-01,2100.370117,2162.649902,2095.679932,2155.889893,2155.889893,0
2006-12-01,2149.850098,2199.149902,2149.850098,2186.129883,2186.129883,0
2007-01-01,2183.919922,2221.560059,2173.290039,2219.189941,2219.189941,0
2007-02-01,2231.610107,2255.47998,2163.110107,2175.780029,2175.780029,0
2007-03-01,2170.169922,2225.26001,2125.340088,2200.120117,2200.120117,0
2007-04-01,2205.850098,2317.5,2205.850098,2297.580078,2297.580078,0
2007-05-01,2303.679932,2377.75,2303.679932,2377.75,2377.75,0
2007-06-01,2386.629883,2391.129883,2316.629883,2338.25,2338.25,0
2007-07-01,2363.280029,2417.5,2265.75,2265.75,2265.75,0
2007-08-01,2282.300049,2333.23999,2193.399902,2299.709961,2299.709961,0
2007-09-01,2323.830078,2392.919922,2266.51001,2385.719971,2385.719971,0
2007-10-01,2417.439941,2447.030029,2346.780029,2423.669922,2423.669922,0
2007-11-01,2360.209961,2379.050049,2205.48999,2322.340088,2322.340088,0
2007-12-01,2308.73999,2378.600098,2269.23999,2306.22998,2306.22998,0
2008-01-01,2273.409912,2273.409912,2060.149902,2167.899902,2167.899902,0
2008-02-01,2194.429932,2194.429932,2087.050049,2097.47998,2097.47998,0
2008-03-01,2098.639893,2135.540039,2008.709961,2088.419922,2088.419922,0
2008-04-01,2163.379883,2209.25,2098.919922,2190.129883,2190.129883,0
2008-05-01,2228.090088,2258.73999,2179.050049,2218.5,2218.5,0
2008-06-01,2195.27002,2225.73999,2028.890015,2031.469971,2031.469971,0
2008-07-01,2039.660034,2040.810059,1929.849976,2014.390015,2014.390015,0
2008-08-01,2003.160034,2076.590088,1985.22998,2043.530029,2043.530029,0
2008-09-01,2035.23999,2035.23999,1765.719971,1861.439941,1861.439941,0
2008-10-01,1853.26001,1853.26001,1356.780029,1548.810059,1548.810059,0
2008-11-01,1544.910034,1608,1206.040039,1437.680054,1437.680054,0
2008-12-01,1309.390015,1466.869995,1309.390015,1452.97998,1452.97998,0
2009-01-01,1499.170044,1503.869995,1296.630005,1330.51001,1330.51001,0
2009-02-01,1329.810059,1403.189941,1188.839966,1188.839966,1188.839966,0
2009-03-01,1133.430054,1349.369995,1095.040039,1292.97998,1292.97998,0
2009-04-01,1293.22998,1442.290039,1270.180054,1416.72998,1416.72998,0
2009-05-01,1416.75,1510.800049,1405.77002,1495.969971,1495.969971,0
2009-06-01,1495.969971,1557.849976,1448.77002,1498.939941,1498.939941,0
2009-07-01,1499.109985,1627.329956,1418.5,1612.310059,1612.310059,0
2009-08-01,1612.319946,1701.339966,1600.119995,1670.52002,1670.52002,0
2009-09-01,1670.589966,1770.02002,1624.209961,1732.859985,1732.859985,0
2009-10-01,1732.680054,1807.079956,1672.050049,1700.670044,1700.670044,0
2009-11-01,1700.719971,1830.140015,1689.48999,1802.680054,1802.680054,0
2009-12-01,1803.099976,1862.189941,1787.72998,1837.5,1837.5,0
2010-01-01,1867.060059,1896.97998,1767.25,1771.400024,1771.400024,0
2010-02-01,1796.670044,1838.410034,1723.459961,1826.27002,1826.27002,0
2010-03-01,1826.27002,1954.530029,1826.27002,1936.47998,1936.47998,0
2010-04-01,1938.079956,2021.410034,1938.079956,1967.050049,1967.050049,0
2010-05-01,1967.51001,1997.660034,1727.900024,1809.97998,1809.97998,0
2010-06-01,1810.01001,1881.420044,1711.180054,1715.22998,1715.22998,0
2010-07-01,1715.22998,1867.280029,1682.209961,1835.400024,1835.400024,0
2010-08-01,1837.689941,1882.439941,1735.569946,1752.550049,1752.550049,0
2010-09-01,1754.859985,1935.219971,1754.859985,1908.949951,1908.949951,0
2010-10-01,1911.099976,2002.579956,1893.189941,1981.589966,1981.589966,0
2010-11-01,1983.550049,2055.75,1966.819946,1981.839966,1981.839966,0
2010-12-01,1986.349976,2122.189941,1986.349976,2114.290039,2114.290039,0
2011-01-01,2115.969971,2192.139893,2115.969971,2164.399902,2164.399902,0
2011-02-01,2165.77002,2265.629883,2165.77002,2238.550049,2238.550049,0
2011-03-01,2239.120117,2249.169922,2121.939941,2239.439941,2239.439941,0
2011-04-01,2239.449951,2307.320068,2188.469971,2305.76001,2305.76001,0
2011-05-01,2305.76001,2317.550049,2221.909912,2279.659912,2279.659912,0
2011-06-01,2279.659912,2279.659912,2133.969971,2241.659912,2241.659912,0
2011-07-01,2241.659912,2303.72998,2180.070068,2196.080078,2196.080078,0
2011-08-01,2196.600098,2221.73999,1901.050049,2076.780029,2076.780029,0
2011-09-01,2077.159912,2094.48999,1900.569946,1930.790039,1930.790039,0
2011-10-01,1930.430054,2208.879883,1834.209961,2141.810059,2141.810059,0
2011-11-01,2137.879883,2184.080078,1984.180054,2137.080078,2137.080078,0
2011-12-01,2137.080078,2178.429932,2062.530029,2158.939941,2158.939941,0
2012-01-01,2158.929932,2291.580078,2158.929932,2255.689941,2255.689941,0
2012-02-01,2255.76001,2374.110107,2255.76001,2353.22998,2353.22998,0
2012-03-01,2353.22998,2448.159912,2309.51001,2430.669922,2430.669922,0
2012-04-01,2430.679932,2454.629883,2344.159912,2415.419922,2415.419922,0
2012-05-01,2415.409912,2445.47998,2236.72998,2270.25,2270.25,0
2012-06-01,2270.25,2364.469971,2194.889893,2363.790039,2363.790039,0
2012-07-01,2364.090088,2418.090088,2301.929932,2396.620117,2396.620117,0
2012-08-01,2396.610107,2483.870117,2354.129883,2450.600098,2450.600098,0
2012-09-01,2450.540039,2571.340088,2433.290039,2513.929932,2513.929932,0
2012-10-01,2514.320068,2567.679932,2451.699951,2467.51001,2467.51001,0
2012-11-01,2467.51001,2506.340088,2351.850098,2481.820068,2481.820068,0
2012-12-01,2481.820068,2540.689941,2450.780029,2504.439941,2504.439941,0
2013-01-01,2504.449951,2654.120117,2504.449951,2634.159912,2634.159912,0
2013-02-01,2634.159912,2696.26001,2616.669922,2669.919922,2669.919922,0
2013-03-01,2669.919922,2771.929932,2646.72998,2770.050049,2770.050049,0
2013-04-01,2770.060059,2823.419922,2714.22998,2823.419922,2823.419922,0
2013-05-01,2823.429932,2987.600098,2794.639893,2889.459961,2889.459961,0
2013-06-01,2891.179932,2933.98999,2768.159912,2850.659912,2850.659912,0
2013-07-01,2856.879883,3018.26001,2848.610107,2995.719971,2995.719971,0
2013-08-01,3002.580078,3038.629883,2898.570068,2908.959961,2908.959961,0
2013-09-01,2914.419922,3085.02002,2909.899902,3000.179932,3000.179932,0
2013-10-01,3001.919922,3171.199951,2939.669922,3138.090088,3138.090088,0
2013-11-01,3141.949951,3247.560059,3122.469971,3233.719971,3233.719971,0
2013-12-01,3235.179932,3317.23999,3169.129883,3315.590088,3315.590088,0
2014-01-01,3311.580078,3321.889893,3179.25,3200.949951,3200.949951,0
2014-02-01,3201.120117,3362.620117,3121.850098,3347.379883,3347.379883,0
2014-03-01,3344.360107,3395,3302.570068,3375.51001,3375.51001,0
2014-04-01,3378.659912,3421.22998,3273.73999,3400.459961,3400.459961,0
2014-05-01,3401.47998,3481.100098,3358.879883,3480.290039,3480.290039,0
2014-06-01,3481.149902,3565.47998,3466.98999,3552.179932,3552.179932,0
2014-07-01,3556.560059,3612.27002,3503.189941,3503.189941,3503.189941,0
2014-08-01,3501.610107,3644.830078,3458.439941,3643.330078,3643.330078,0
2014-09-01,3644.77002,3676.159912,3577.030029,3592.25,3592.25,0
2014-10-01,3591.02002,3680.219971,3319.830078,3679.98999,3679.98999,0
2014-11-01,3680.310059,3792.149902,3648.969971,3778.959961,3778.959961,0
2014-12-01,3775.870117,3832.370117,3608.73999,3769.439941,3769.439941,0
2015-01-01,3776.48999,3794.52002,3642.5,3656.280029,3656.280029,0
2015-02-01,3659.449951,3893.439941,3630.699951,3866.419922,3866.419922,0
2015-03-01,3867.97998,3890.52002,3750.290039,3805.27002,3805.27002,0
2015-04-01,3805.27002,3915.370117,3769.879883,3841.780029,3841.780029,0
2015-05-01,3845.22998,3939.459961,3811.27002,3891.179932,3891.179932,0
2015-06-01,3893.879883,3937.370117,3803.310059,3815.850098,3815.850098,0
2015-07-01,3823.97998,3947.72998,3781.629883,3895.800049,3895.800049,0
2015-08-01,3897.01001,3913.72998,3464.030029,3660.75,3660.75,0
2015-09-01,3657.040039,3755.469971,3480.540039,3570.169922,3570.169922,0
2015-10-01,3569.719971,3899.129883,3522.149902,3871.330078,3871.330078,0
2015-11-01,3873.939941,3940.51001,3765.580078,3882.840088,3882.840088,0
2015-12-01,3887.860107,3928.48999,3723.719971,3821.600098,3821.600098,0
2016-01-01,3811.73999,3811.73999,3391.77002,3631.959961,3631.959961,0
2016-02-01,3625.889893,3684.389893,3393.429932,3627.060059,3627.060059,0
2016-03-01,3636.25,3896.5,3636.25,3873.110107,3873.110107,0
2016-04-01,3867.280029,3973.530029,3826.77002,3888.129883,3888.129883,0
2016-05-01,3891.679932,3970.22998,3821.530029,3957.949951,3957.949951,0
2016-06-01,3952.929932,4004.689941,3764.350098,3968.209961,3968.209961,0
2016-07-01,3969.850098,4121.109863,3923.649902,4114.509766,4114.509766,0
2016-08-01,4113.660156,4160.490234,4065.379883,4120.290039,4120.290039,0
2016-09-01,4121.060059,4153.660156,4023.889893,4121.060059,4121.060059,0
2016-10-01,4114.089844,4126.359863,4022.620117,4045.889893,4045.889893,0
2016-11-01,4050.73999,4224.899902,3967.379883,4195.72998,4195.72998,0
2016-12-01,4198.490234,4348.890137,4174.220215,4278.660156,4278.660156,0
2017-01-01,4303.120117,4401.569824,4290.850098,4359.810059,4359.810059,0
2017-02-01,4373.649902,4547.919922,4347.689941,4532.930176,4532.930176,0
2017-03-01,4565.379883,4605.27002,4459.5,4538.209961,4538.209961,0
2017-04-01,4537.709961,4611.160156,4477.060059,4584.819824,4584.819824,0
2017-05-01,4593.109863,4660.459961,4532.450195,4649.339844,4649.339844,0
2017-06-01,4657.330078,4735.109863,4644.069824,4678.359863,4678.359863,0
2017-07-01,4694.189941,4800.75,4651.209961,4774.560059,4774.560059,0
2017-08-01,4787.72998,4816.970215,4680.529785,4789.180176,4789.180176,0
2017-09-01,4794.859863,4888,4741.049805,4887.970215,4887.970215,0
2017-10-01,4891.560059,4953.649902,4890.029785,4949.089844,4949.089844,0
